,remarks,label
30,bertemu kons .kapasitas bayar minim kons rencana ingin pelunasan namun uang masih belum cukup kons minta waktu 3 hari,unknown
1890,Konsumen tidak ada cuma ada mertuanya info konsumen di morosi dan kost di sana ditelepon belum ada respon,other rent house
3107,"Kunjungan ke alamat usaha kons, unit tidak ada di lokasi, katanya konsumen sedang upayakan maksimal tgl 29 untuk pembayaran, baru diusahakan katanya",business location
2807,visit ke tempat usaha kons bertemu konsumen dan jb tgl 16 unit dikuasai kons,business location
815,"visit kerumah konsumen yang baru kosong ada suara TV 
call konsymen masih diusahakan dalam bulan ini 
unit tidak terlihat ada 2 kontrak beat dan scoopy. ",house
2738,visit ke tempat usha bertemu kons info angsursn masih kumpul dana dsri usha ukir batu nisan,business location
509,bayar.sudah pernah isi smc di lokasi rmh konsuman,house
2095,fu alamat kost pemilik info ybs cuma singgah tdk menetap,other rent house
2508,konsumen sudah membayar partial via Alfamidi saat kunjungan ke rumah mertuanya,other family house
533,visit alamat konsumen dan sudah di bayarkan,house
790,visit ke alamat rumah konsumen dan konsumen tidak ada di rumah FAM Fu by phone konsumen konsumen lagi berada di Papua dan FAM kasih penegasan bayar di Minggu ini dan konsumen baru punya dana 1bln serta konsumen usahakan dalam Minggu ini,house
557,kerhmh kons dan ktemu pasangn dan press JB tgl 12..Krn masih mnunggu dana dri tempat kons bekerja...unit di kuasai kons ,house
2489,"visit konsumen di alamat orangtua, pembayaran partial di payment point Alfamidi telah diselesaikan",other family house
2754,visit ke tempat usaha konsumen bertemu dengan konsumen mengahasilkan janji bayar tgl 29,business location
1381,kunjungan bertemu customer di tmpat kerja di bengsoan pengakuan cust unit di rumah sodara itikad buruk JB selalu meleset dan cust tdk kopratif JB tgl 5 untuk bayar 2 angsuran,office
116,janji bayar oleh debitur,unknown
1674,bertemu kons di kantor kons rencana jual unit untuk pelunasan date line tgl 02/10,office
565,visit kerumah kons bertemu dengan pasangan kons i fo nya pasangan kons tidak mau ikut campur tentang angsuran kons sedang keluar  selanjutnya akan di visit kembali dan di Fu lagi untuk unit ada di pakai kons keluar. note titik teging smc tidak sesuai dengan rumah kons karna di desa kons minim jaringan. ,house
1392,ram visit ke tempat kerja pu by phone belum diangkat,office
2338,"visit ke alamat keluarga kons. 
kons dan unit tidak terpantau. 
koma bayar parsial ke kantor. ",other family house
2555,"Visit ke domisili orang tua kons, bertemu keluarga, info kons bekerja sebagai sekretaris desa, unit tidak terlihat, FU by phone tidak ada respon, akan di visit kembali.",other family house
1980,visit kontrakan konsumen konsumen ada unit ada kapasitas bayar minim jb dibayar besok nunggu hasil jualan nasi goreng visit ulang,other rent house
835,konsumen janji bayar angsuran tggl 20 msh b tggu dana perumahan cair. kons developer. unit d kuasai,house
743,visit dirumah konsumen tertagih tgl 10 maret 2024,house
2623,"Ram visit ke alamat kakak ybs. Kakak sampaikan ybs msh nunggu gaji. JB akhir bulan, akan di-FU ulang.",other family house
2846,visit dialamat usaha info masih nunggu pembayaran dari usaha jualan kayu ditekankan lagi maks tgl 8.,business location
2855,knjngn pat usaha bertmu dengn deb teknkn tgl 15 terkait angsrn,business location
733,kunjungan rumah debitur kons debitur menuggu gajian di visit kembali ,house
2626,"Fam krmh mertua kons. Mertua janji sampaikan info pembayaran ke kons. JB akhir bln, fam akan revisit.",other family house
2009,tdk bertmu saat kunjungan ke kontrakan kons jb tgl 17 by phone,other rent house
1737,ktemuan dikantor bersama debitur bayar curent,office
1694,Visit ke kantor kons. Kons jbnya mundurkarena jagung belum dipanen Jb lagi sebelum akhir bulan.,office
2128,visit kost kons masih mengumpulkan dana krn baru kmrin slesai operasi buka pen di tangan . minta waktu 3hari kedepan lakukan pembayaran. akan di fu kembali.,other rent house
416,bertemu istri kons kons ushakn dalam Minggu ini Fu kmbli,unknown
2076,cek tempat kost sepi unit ditangan anak fu by phone jb tgl 20,other rent house
2186,visit k kos konsumen JB tanggal tanggal 9,other rent house
3,Bertemu dengan kons kendala bayar belum cukup dana sementara cari dana tambahan dari hasil kerja tukang suami dan kurirnya belum ada kejelasan kapan dia bayar akan di fu kembali,unknown
2291,Visit alamat saudara debtdebt minim kapasitasdebt kerja sebagai sopir antar pulaudirumah cuma ada istri dan tidak bekerja,other family house
2206,"Visit ke kontrakan kons, kontrakan kosong, info dari tetangga kons pindah alamat. Akan di FU kembali.",other rent house
1663,visit kosn bertemu kons d kantor kons baru dari kantor pulang kerj kons masih mengusajhkan masuk 1 angsuran dlu  mau pinjam dlu  ke teman kons unit ada,office
2606,"Visit ke tmpt keluarga kons, ketemu kk kons, kk info kons sedang kerja, JB setelah terima gaji tanggal 15.",other family house
2435,"visit ke rumah saudara, kons bayar current di Alfamart",other family house
930,janjian dengan ybs di pom bensin Cibanteng ybs bayar 1 dulu 1 nya lagi di tanggal 25,others
1269,Sudah bertemu cod di Kalioso konsumen sedang antat pesanan shopee food di pasar kalioso msh blm dapat JB konsumen msh sulit diarahkan utk segera pembayaran fu lagi tgl 4,others
921,janjian di pom bensin cinunuk dengan pemegang unit sekaligus pembayaran angsurannya. OH 1 angsura ,others
126,konsumen berada dikampung dihubungi by phone konsumen ada janji membayar angsurannya,unknown
2850,visit dtempat usaha kons yg di depan polres bertemu kons sama pasangan ada JB tgl 17 nunggu uang gadai sawah di bayar unit tdk terlihat saat kunjungan,business location
1643,janj8 temu di kantorkaraktwr tdk baikpk selalu bayar fi akgor masa tnggang karena ada tanggungN yang juga harus dibayarkan di awal bulan,office
77,ybs krakter pembayaran ybs anggota lmp,unknown
2318,konsumen hanya atas nama. visit ke paman penangggung jawab angsuran. konsumen tidak ada di tempat usaha. jb hari ini di hubungi tidak ada jawaban. Fu ,other family house
2779,ke alamat usaha tidak ada,business location
1735,Visit ke         : 2 Nama Kons : fauzan andriyanto No kontrak   : 4142300005 Bucket Awal : 1-30 PD                 : 51 Konsumen   : tidak ada  Unit               : tidak ada  JB/Deadline :  Note              :  visit bertemu ortu kons kons msh di tmpat kerja unit 11 profesi guru fam titp pesan ke ortu kons fam tegas perihal tunggakan kons fam minta kons lngsung ke kantor fam akan follow up u,office
325,bertemu dengan ybs unit adajanji bayar tgl 12,unknown
2711,visit ke tempat jualan PK di pasar tunggangri Kalidawir toko tertutup menghubungi nomor PK belum ada respon akan follow up ulang ,business location
466,visit alamat ruma bertemu dgan saudaranya ybs lagi kerja JB tanggal 21,house
1374,ketemu Kon di kantor.sebelumx Sdh visit krumah.paling lambat tgl 22 nego denda.pelunasan,office
661,konsumen tidak ada d rumah titip pesan ke tetangga fu by phone sedang d usahakan menunggu transfer dari anak.nya,house
2405,konsumen bayar di Alfamart 1 angsuran waktu visit ke tempat anak konsumen,other family house
588,konsumen tidak adarumah kosongsedang bekerja infi dari tetanggadihuhungi belum responunit pindah tangan kepamannya,house
2519,pembayaran lewat Alfamidi berhasil dilakukan konsumen ketika kunjungan ke rumah mertuanya,other family house
2132,note visit kost kons bertemu dgn pasangan Debbayar EDC 1 angsuran ,other rent house
2712,visit ke tempat usha kon. kon masih usha uang tunggu hasil jualan es krim. Jb ,business location
1475,visit ketempat kerja konsumen. hanya bertemu dengan karyawannya. infonya konsumen sedang keluar,office
173,pemegang unit jnji byr pertengahan bulan ,unknown
2486,pembayaran berhasil dilakukan konsumen di Alfamart 1 angsuran saat berkunjung ke tempat mertuanya,other family house
2170,kons TDK ada di kostnya...visit ke pemakai unit namun tidak ktemu ...Fu by phone belum di respon...,other rent house
1148,ram brtmu ybs di kuala dua ybs bayar di alfa mart pmbyran current 2 bln angsuran sesuai tunggakan.,others
2741,Visit ke alamat usaha pelaku bayar lagi tdk di lokasi by wa belum merespon,business location
3122,"visit tempat usaha, dana masih kurang, kons masih cari dana dan usaha kan di minggu ini",business location
2370,"kunjugan ke tempat mertua konsumen, sudah transfer via Alfamart terdekat",other family house
411,YBS dan pasangan pindah alamat baru bayar satu angsuran kemarin terus penekanan agar pembayaran kembali normal atau current ,unknown
2635,bertemu dengan konsumen drmh ortu konsumen lagi mengusahakan untuk pembayaranrencana bayar partialmau cari pinjaman ke saudaranyakarena kons blm ada kerjaan lagipenekanan minimal current/ pelunasan,other family house
2021,tervisit bertemu dengan debitur di kosnya. ybs masih upayakan dana untuk pelunasan,other rent house
1014,visit ke alamat baru bertemu pemegang unit an krisna. infonya akan byr plg tlt tgl 30 kons akan cari dana talang fam push agar masuk arahkan sblm tgl 30. fu ulang,others
1080,kons di jakarta  dihub by phone kons masih mengusahakan dana . ,others
3059,"Visit ke tempat usaha deb, bayar partial via EDC, sementara konsumen sedang terkendala usaha konfeksi sepi.",business location
2905,Visit alamat warung kons usahakan dana,business location
2781,di kunjungi di tempat usaha debitur debitur tdk ada di follow up by phone untuk pastikan janji bayarnya,business location
1645,visit di alamat kantor ketemu debitur dan bayar partial lewat edcdivisit kembali,office
284,konsumen bayar partial,unknown
1189,ketemuan sama konsumen di indomaret alun alun Mojokerto bayar pokok angsuran,others
988,visit ke alamat lain sblmnya sdh brtmu kons fu byphone kons jb tgl.16 revisit.,others
120,visit alamat janjian ketemu konskons jb tgl 15 fam akan fu,unknown
323,bertemu dengan mertua ybs.. ga mau di ajak foto yg setorin istri ybs ngemess di bekasi kerjanya pindah. jb tgl 12 nunggu uang kiriman dari ortu istri ybs yg kerja di luar negeri ,unknown
544,kons ini saat mengunjungi hnya janji byr unit ad dgn konsumen fam mengunjungi rmh pemakai dananya.jb tgl 16.,house
811,"visit tgl 10/5. visit rumah tertutup. 
Fam selipkan amortisasi. Info tetangga konsumen di lokasi kerja. Nomor HP tidak aktif",house
1581,alamat kantor selalu kosong tidak ada orang,office
2908,Visit di tempat jualan konsumen kons akan bayar dari hasil usaha sayur,business location
1395,visit ke tempat kerja kons info teman kerja kons tidak masuk by phone tidak aktif fam akan visit kembali,office
2164,fam visit ke kontrakan kons bertemu dgn psngn.psngn mnunggu uang dri proyek.fam presure sore ini sdh pmbyaran,other rent house
1003,ram masih visit kelamat kons yg lain akansegera divisit dan realisasikan pembayaran,others
1796,visit ke tempat kerja pasangan info belum balik kantor fu tlpn ke pasangan masih menunggu gaji. fu kembali,office
3024,Visit ke tempat usaha pemegang unit. Masih diusahakan bayar akhir bulan.,business location
1801,"telah dilakukan visit sebelumnya untuk penginputan dilakukan di kos karena konsumen mengirim bukti pembayaran angsuran melalui WhatsApp
dan penginputan dilakukan di hari libur karena hanya untuk menginput bukti bayar",other rent house
266,fu kons by phone dan kons melakukan pembayaran.,unknown
882,kons tdk ada di rumah by phone janji bayar tangal 26,house
2492,"rumah ortunya konsumen di visit, pembayaran partial via payment point Alfamidi telah dilakukan",other family house
1508,visit di alamat kantor kons tidak ada sudah dihubungi dan janji bayar hari ini ,office
1077,visit di alamat lain ketemu??kons bicara dngan keluarga selaku ortu dari pemakai dana ortu kons yg akan bayar angsuran belum kase JB pasti akan usahakan pembayran Sebelum 2 bulan akan di fu kembali,others
703,rumah kosong Fu by phone tidak respon ,house
1558,penginputan ulang di karenakan tadi pagi smc error konsumen sudah bayar melalui kasir kantor,office
1921,revisit ke alamat yg di berikan oleh saudara konsumem alamat kost2 an namun tidak ketemu akan lacak ulang,other rent house
305,konsumen ada unit ada kons minta waktu seminggu menunggu gajihan. karena gajihsuami kons masih d pending oleh bos nya,unknown
360,konsumen tidak kooperatif ,unknown
2572,"Visit ke alamat mertua kons, ketemu mertua, mertua bilang kons lagi kumpulkan dana, jb tanggal 12.",other family house
248,byr btc 3361500 An.erwin,unknown
178,by phone belum ada responakan segera dikunjungi ,unknown
1170,ktmuan dgn kons d Alfamart byr partial via edc ,others
2862,visit ke  tempat usaha kons ke tambang pasir di sukapura ketemu karyawan kons by wa ada jb tgl 20,business location
151,kons msi sementara kumpul dana kons ushkan dlm minggu ini,unknown
1607,bertemu kons di kantor nya dan kons masih mau mengusahakan pemabyaran di tgl 18 unit di take over lewat calo dan sampai sekarang unit tidak terpantau kita tekan kan untuk tetap memabyar angsuran . ,office
1112,visit di BTN kakanya selaku pemakai dana dan pemilik unit tetapi tertutup by phone tdk aktif by phone ipar nya info nya masih di morowali menjual mengenai pembayaran bsok diusahakan klo sdh pulang dari morowali langsung ke kantor,others
1972,visit kost. ibu kost info db pindah. fam akan lacak ulang,other rent house
2614,"Ram visit ke rumah paman kons, paman info kons lagi dikeluar kota, akan di FU ulang minggu depan.",other family house
808,visit kerumah alamat konsumen bertemu dengan ybs janji bayar tanggal 15,house
606,revisit ke alamat rumah konsumen rumah tutupan konsumen saya by phone beliau masih keluar beliau janji bayar selambatnya besok,house
2482,"alamat mertua konsumen telah dikunjungi, pembayaran via Alfamart telah diselesaikan",other family house
2550,konsumen sudah bayar current via Alfamidi terdekat ketika visit ke rumah orangtuanya,other family house
1159,brtemu ybs ketemu di Alfa daerah Sangkuriang ybs rencana akan pelunasan dibantu oleh sodaranya usaha ybs proyekan namun sedang mendapat musibah uang proyekan dibawa kabur oleh mandornya  kons harus membayar pegawai kons dana dari sodara dan uang warga karena ybs RW setempatminta di angka 30 juta namun fam sesuai tekan amor  ada indikasi unit akan digadai ke sodaranya jika pengajuan tdk tereal,others
1544,visit ke alamt kerja debitur debitur tidak ada ditempat kerja info dr twman debitur debitur tidak kelihatan dikantor dr pagi fu by phine debitur masih dapat 600,office
1855,dikunjungi di alamat konsumen bertemu dengan teman kost konsumen infonya konsumen sudah pindah alamat akan di telusuri kembali ,other rent house
153,ybs masih kekurangn dana revisit,unknown
1137,"Bertemu di luar 
konsumen di arahkan melakukan pembayaran melalui alfamart
unit terpantau masih di kuasai",others
2237,"Visit ke kos, ketemu kons, pressing tgl 15, kons nunggu gajian suami, unit tidak pernah kelihatan.",other rent house
